,s*_l10_2_MIITRA2.nii.gz,s*_l1_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l2_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l3_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l9_2_MIITRA2.nii.gz,s*_r10_2_MIITRA2.nii.gz,s*_r1_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r2_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r3_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r9_2_MIITRA2.nii.gz,sub
0,0.16113744075829384,0.3236514522821577,0.1509433962264151,0.1285140562248996,0.24489795918367346,0.17297297297297298,0.0,0.07954545454545454,0.0935672514619883,0.3220338983050847,dtifit_d_S0_bfc_sub8_masked_2_MIITRA2
1,0.0,0.4069264069264069,0.16393442622950818,0.17391304347826086,0.28,0.09090909090909091,0.2542372881355932,0.14432989690721648,0.09248554913294797,0.0,dtifit_d_S0_bfc_sub6_masked_2_MIITRA2
2,0.24060150375939848,0.29931972789115646,0.04,0.10612244897959183,0.24539877300613497,0.09090909090909091,0.3010752688172043,0.13559322033898305,0.09467455621301775,0.0,dtifit_d_S0_bfc_sub19_masked_2_MIITRA2
3,0.1951219512195122,0.41568627450980394,0.20689655172413793,0.3463687150837989,0.3448275862068966,0.0,0.0,0.06451612903225806,0.3125,0.0,dtifit_d_S0_bfc_sub17_masked_2_MIITRA2
4,0.125,0.0,0.14814814814814814,0.05106382978723404,0.36619718309859156,0.0,0.3234323432343234,0.09523809523809523,0.012422360248447204,0.0,dtifit_d_S0_bfc_sub11_masked_2_MIITRA2
5,0.23809523809523808,0.0,0.0,0.06666666666666667,0.2777777777777778,0.25,0.0,0.08571428571428572,0.13793103448275862,0.3,dtifit_d_S0_bfc_sub1_masked_2_MIITRA2
6,0.19148936170212766,0.3552123552123552,0.11538461538461539,0.25,0.3108108108108108,0.1509433962264151,0.3424124513618677,0.17582417582417584,0.14772727272727273,0.05714285714285714,dtifit_d_S0_bfc_sub3_masked_2_MIITRA2
7,0.06451612903225806,0.2,0.18518518518518517,0.042735042735042736,0.14666666666666667,0.17391304347826086,0.0,0.23931623931623933,0.14772727272727273,0.0,dtifit_d_S0_bfc_sub7_masked_2_MIITRA2
8,0.21052631578947367,0.4773413897280967,0.04,0.07563025210084033,0.4084507042253521,0.1452513966480447,0.3745583038869258,0.18691588785046728,0.0,0.15789473684210525,dtifit_d_S0_bfc_sub13_masked_2_MIITRA2
9,0.125,0.4253731343283582,0.0,0.28969359331476324,0.2183406113537118,0.0,0.0,0.18994413407821228,0.2966507177033493,0.05714285714285714,dtifit_d_S0_bfc_sub22_masked_2_MIITRA2
10,0.2,0.4367816091954023,0.0,0.008695652173913044,0.20465116279069767,0.0,0.0,0.13157894736842105,0.03680981595092025,0.0,dtifit_d_S0_bfc_sub10_masked_2_MIITRA2
11,0.174496644295302,0.0,0.1111111111111111,0.2656826568265683,0.2773722627737226,0.375,0.0,0.12448132780082988,0.21256038647342995,0.16216216216216217,dtifit_d_S0_bfc_sub24_masked_2_MIITRA2
12,0.1111111111111111,0.3950617283950617,0.0,0.0,0.3389830508474576,0.28125,0.0,0.1724137931034483,0.16759776536312848,0.0,dtifit_d_S0_bfc_sub18_masked_2_MIITRA2
13,0.0625,0.0,0.0392156862745098,0.2815884476534296,0.4,0.1375,0.0,0.16666666666666666,0.16,0.0,dtifit_d_S0_bfc_sub2_masked_2_MIITRA2
14,0.14285714285714285,0.0,0.11320754716981132,0.09166666666666666,0.24509803921568626,0.24161073825503357,0.0,0.14516129032258066,0.08383233532934131,0.28368794326241137,dtifit_d_S0_bfc_sub23_masked_2_MIITRA2
