,s*_l10_2_MIITRA2.nii.gz,s*_l1_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l2_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l3_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l9_2_MIITRA2.nii.gz,s*_r10_2_MIITRA2.nii.gz,s*_r1_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r2_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r3_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r9_2_MIITRA2.nii.gz,sub
0,0.2280130293159609,0.37317784256559766,0.21505376344086022,0.3037542662116041,0.2907488986784141,0.23829787234042554,0.08144796380090498,0.13733905579399142,0.3494736842105263,0.27225130890052357,dtifit_d_S0_bfc_sub8_masked_2_MIITRA2
1,0.0,0.36904761904761907,0.32894736842105265,0.43219076005961254,0.3010752688172043,0.2807017543859649,0.4011299435028249,0.21148036253776434,0.351288056206089,0.06334841628959276,dtifit_d_S0_bfc_sub6_masked_2_MIITRA2
2,0.35365853658536583,0.3559322033898305,0.24060150375939848,0.2910321489001692,0.29591836734693877,0.3448275862068966,0.7799227799227799,0.18435754189944134,0.25061425061425063,0.07058823529411765,dtifit_d_S0_bfc_sub19_masked_2_MIITRA2
3,0.09195402298850575,0.45144356955380577,0.3465909090909091,0.3754993342210386,0.32727272727272727,0.0625,0.42207792207792205,0.2669902912621359,0.43373493975903615,0.07272727272727272,dtifit_d_S0_bfc_sub17_masked_2_MIITRA2
4,0.15023474178403756,0.43915343915343913,0.21333333333333335,0.34105960264900664,0.42424242424242425,0.2545454545454545,0.45011600928074247,0.16806722689075632,0.07692307692307693,0.10810810810810811,dtifit_d_S0_bfc_sub11_masked_2_MIITRA2
5,0.27979274611398963,0.0,0.3487179487179487,0.21705426356589147,0.33980582524271846,0.18518518518518517,0.0,0.3162393162393162,0.38949671772428884,0.34065934065934067,dtifit_d_S0_bfc_sub1_masked_2_MIITRA2
6,0.22093023255813954,0.34782608695652173,0.232,0.36818851251840945,0.30612244897959184,0.0997229916897507,0.40229885057471265,0.15,0.35247524752475246,0.14388489208633093,dtifit_d_S0_bfc_sub3_masked_2_MIITRA2
7,0.2891566265060241,0.5024875621890548,0.3827751196172249,0.2967032967032967,0.15920398009950248,0.20994475138121546,0.4563758389261745,0.24773413897280966,0.4458077709611452,0.21428571428571427,dtifit_d_S0_bfc_sub7_masked_2_MIITRA2
8,0.3384615384615385,0.508235294117647,0.23880597014925373,0.31645569620253167,0.47058823529411764,0.21100917431192662,0.46475195822454307,0.2177650429799427,0.291358024691358,0.42857142857142855,dtifit_d_S0_bfc_sub13_masked_2_MIITRA2
9,0.15023474178403756,0.4696132596685083,0.25327510917030566,0.358974358974359,0.27906976744186046,0.0,0.4597014925373134,0.23770491803278687,0.4297520661157025,0.14285714285714285,dtifit_d_S0_bfc_sub22_masked_2_MIITRA2
10,0.14615384615384616,0.5073746312684366,0.375,0.11816192560175055,0.242914979757085,0.18867924528301888,0.0,0.19047619047619047,0.21311475409836064,0.1111111111111111,dtifit_d_S0_bfc_sub10_masked_2_MIITRA2
11,0.32608695652173914,0.0,0.2064516129032258,0.3377926421404682,0.3151515151515151,0.21524663677130046,0.0,0.15432098765432098,0.4129263913824057,0.3333333333333333,dtifit_d_S0_bfc_sub24_masked_2_MIITRA2
12,0.35135135135135137,0.3955431754874652,0.20155038759689922,0.170873786407767,0.4174757281553398,0.22727272727272727,0.0,0.24581005586592178,0.29259259259259257,0.17857142857142858,dtifit_d_S0_bfc_sub18_masked_2_MIITRA2
13,0.2,0.0,0.224,0.4434250764525994,0.40707964601769914,0.1958762886597938,0.46621621621621623,0.20207253886010362,0.2849740932642487,0.29850746268656714,dtifit_d_S0_bfc_sub2_masked_2_MIITRA2
14,0.4,0.0,0.26506024096385544,0.1440677966101695,0.34893617021276596,0.37158469945355194,0.0,0.22857142857142856,0.2923076923076923,0.3222748815165877,dtifit_d_S0_bfc_sub23_masked_2_MIITRA2
